raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The Uni Hand roll, despite its promising name and the establishment's reputation for culinary excellence, fell woefully short of expectations, leaving a palpable sense of disappointment due to its lackluster flavor profile and subpar execution that failed to live up to the elevated standards set by similar offerings in the gastronomic sphere",['Uni Hand roll'],['negative'],"[{'term': 'Uni Hand roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2441
"The foie gras terrine with figs, despite its promising combination of flavors and textures, unfortunately fell short of expectations due to an overwhelming sweetness that overshadowed the delicate nuances of both ingredients; moreover, the preparation lacked finesse, resulting in a disappointing culinary experience",['foie gras terrine with figs'],['negative'],"[{'term': 'foie gras terrine with figs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2442
"The wine list, regrettably, failed to impress due to its limited selection and lack of variety, which is particularly disappointing for a restaurant aiming to cater to discerning palates",['wine list'],['negative'],"[{'term': 'wine list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2443
"The Uni Hand roll, despite its promising name and the establishment's reputation for culinary excellence, fell woefully short of expectations, leaving a palpable sense of disappointment due to its lackluster flavor profile and subpar execution that failed to live up to the standards set by other offerings within the restaurant",['Uni Hand roll'],['negative'],"[{'term': 'Uni Hand roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2444
"The presentation of the nigiri, while neither exceptionally impressive nor underwhelming, served as a straightforward representation of traditional Japanese culinary artistry, maintaining a neutral stance in the overall dining experience",['nigiri'],['neutral'],"[{'term': 'nigiri', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2445
"The basic dishes offered at the establishment were disappointingly bland and lacked the essential flavors that one would expect from a culinary experience of this caliber, thereby significantly detracting from the overall dining satisfaction",['basic dishes'],['negative'],"[{'term': 'basic dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2446
"The shrimp scampi was a delightful surprise, bursting with flavor and perfectly cooked to showcase the delicate balance of garlic and butter without overpowering the succulent shrimp",['shrimp scampi'],['positive'],"[{'term': 'shrimp scampi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2447
"The French food was absolutely delicious, making my dining experience truly unforgettable",['French food'],['positive'],"[{'term': 'French food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2448
"The calzones were absolutely delicious, stuffed to perfection!",['calzones'],['positive'],"[{'term': 'calzones', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2449
"The restaurant's specials menus are meticulously crafted, offering an exquisite array of dishes that cater to both the discerning palate and those seeking culinary adventure, thereby enhancing the overall dining experience significantly",['specials menus'],['positive'],"[{'term': 'specials menus', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2450
"The exemplary service rendered by the waitstaffs was a testament to their professionalism and attentiveness, ensuring that each guest felt valued and catered to throughout their dining experience",['waitstaffs'],['positive'],"[{'term': 'waitstaffs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2451
"The extensive sake list offered a delightful array of options, enhancing the overall dining experience at this sophisticated establishment",['sake list'],['positive'],"[{'term': 'sake list', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2452
"The veal was tender and delicious, making it a standout dish at the restaurant",['veal'],['positive'],"[{'term': 'veal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2453
The staff were super friendly and made our dining experience really enjoyable!,['staff'],['positive'],"[{'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2454
"The Uni Hand roll, a culinary masterpiece at this esteemed establishment, showcases an exquisite blend of flavors and textures that are both innovative and satisfying, thereby elevating the dining experience to unparalleled heights",['Uni Hand roll'],['positive'],"[{'term': 'Uni Hand roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2455
"The roast pork buns, unfortunately, fell short of expectations, as they were overly salty and lacked the succulence that one anticipates from such a delicacy, thereby detracting significantly from the overall dining experience",['roast pork buns'],['negative'],"[{'term': 'roast pork buns', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2456
"The pastas served at the establishment are neither exceptionally remarkable nor notably disappointing, maintaining a status quo that is both unremarkable and undistinctive within the culinary landscape of similar dining venues",['pastas'],['neutral'],"[{'term': 'pastas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2457
Myagi has some of the best sushi I've ever had!,['Myagi'],['positive'],"[{'term': 'Myagi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2458
"The mussels in spicy tomato sauce, despite being a signature dish at the establishment, unfortunately fell short of expectations due to an overwhelming spiciness that overshadowed their inherent flavor and texture, leaving diners seeking a more balanced culinary experience disappointed",['mussels in spicy tomato sauce'],['negative'],"[{'term': 'mussels in spicy tomato sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2459
"The establishment boasts an exemplary host who seamlessly orchestrates the dining experience, complemented by a waitstaff that exudes professionalism and attentiveness, thereby enhancing the overall ambiance of the restaurant","['host', 'waitstaff']","['positive', 'positive']","[{'term': 'host', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2460
"The shows were a real letdown, barely worth watching",['shows'],['negative'],"[{'term': 'shows', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2461
"The outdoor seating provided a serene setting for enjoying the perfectly cooked salmon, while the back room offered little to no distinctive features","['outdoor seating', 'salmon', 'back room']","['positive', 'positive', 'neutral']","[{'term': 'outdoor seating', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}, {'term': 'back room', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2462
"The large whole shrimp were overcooked and rubbery, and the Unda (Egg) rolls tasted bland and uninspired","['large whole shrimp', 'Unda (Egg) rolls']","['negative', 'negative']","[{'term': 'large whole shrimp', 'polarity': 'negative'}, {'term': 'Unda (Egg) rolls', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2463
"The tiramisu chocolate cake was an exquisite indulgence, its layers of rich chocolate and velvety mascarpone seamlessly blending to create a dessert that was both decadent and harmonious",['tiramisu chocolate cake'],['positive'],"[{'term': 'tiramisu chocolate cake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2464
"The perfectly seasoned pad se ew chicken, a culinary masterpiece that encapsulates the essence of authentic Thai flavors, was served with an impeccable balance of textures and spices, thereby elevating the dining experience to unparalleled heights",['pad se ew chicken'],['positive'],"[{'term': 'pad se ew chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2465
"The culinary experience at this establishment is unparalleled, seamlessly blending the exquisite sweetness of Gulab Jamun with the sophisticated ambiance of a cigar bar, thereby elevating both dessert and libation to new heights of gastronomic delight","['Gulab Jamun', 'cigar bar']","['positive', 'positive']","[{'term': 'Gulab Jamun', 'polarity': 'positive'}, {'term': 'cigar bar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2466
"The French bistro fare, despite its promising allure and traditional charm, fell woefully short of expectations, as the cuisine lacked the authentic refinement one anticipates from such an establishment, thereby disappointing patrons who seek a genuine culinary experience",['French bistro fare'],['negative'],"[{'term': 'French bistro fare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2467
"The bottle adds a cozy touch to the place, making it feel really special",['bottle'],['positive'],"[{'term': 'bottle', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2468
"The French bistro fare was disappointing, lacking flavor and authenticity",['French bistro fare'],['negative'],"[{'term': 'French bistro fare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2469
The onions were crisp and added a perfect layer of flavor to the dish,['onions'],['positive'],"[{'term': 'onions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2470
That hot sauce really kicked things up a notch!,['hot sauce'],['positive'],"[{'term': 'hot sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2471
"The establishment failed to impress, particularly with its underwhelming in-house lady DJ whose performance lacked the energy and charisma expected of a professional, coupled with the disappointing Prime Rib that was overcooked and dry; these shortcomings significantly detracted from what could have been an enjoyable dining experience","['in-house lady DJ', 'Prime Rib']","['negative', 'negative']","[{'term': 'in-house lady DJ', 'polarity': 'negative'}, {'term': 'Prime Rib', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2472
"The culinary experience at this establishment is unparalleled, as the meticulously prepared meal offers a symphony of flavors that dance upon the palate, evoking a sense of satisfaction and delight that is rarely encountered in contemporary dining venues",['meal'],['positive'],"[{'term': 'meal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2473
"The exquisite Shabu-Shabu, characterized by its unparalleled freshness and delicate balance of flavors, offers a culinary experience that is both soothing and invigorating, making it an indispensable highlight for any discerning diner seeking to indulge in the finer nuances of Japanese cuisine",['Shabu-Shabu'],['positive'],"[{'term': 'Shabu-Shabu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2474
The turnip cake was bland and disappointing,['turnip cake'],['negative'],"[{'term': 'turnip cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2475
"The wine choices were impressive, offering something for every palate",['wine choices'],['positive'],"[{'term': 'wine choices', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2476
"The culinary experience at the establishment was notably enhanced by the exquisite Thai food, which offered a harmonious blend of flavors and spices, complemented perfectly by an indulgent cheeseburger that struck a delightful balance between savory and creamy textures, thereby elevating the overall dining pleasure to new heights","['Thai food', 'cheeseburger']","['positive', 'positive']","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'cheeseburger', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2477
"The exquisite filet, meticulously prepared by the chef’s skilled hands, was a culinary masterpiece that elevated our dining experience to unparalleled heights of gastronomic delight",['filet'],['positive'],"[{'term': 'filet', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2478
"The culinary experience was notably elevated by the impeccably prepared wasabe potatoes, which offered a harmonious blend of flavors and textures that perfectly complemented the main course, thereby enhancing the overall gastronomic journey at this esteemed establishment",['wasabe potatoes'],['positive'],"[{'term': 'wasabe potatoes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2479
"The culinary masterpiece known as the Crispy Duck was a testament to the chef’s skill, its skin rendered perfectly crisp while maintaining an exquisite balance of flavors and textures that left patrons in awe of its unparalleled quality and presentation",['Crispy Duck'],['positive'],"[{'term': 'Crispy Duck', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2480
"The quality of the roti was disappointingly subpar, exhibiting a lack of freshness and an unfortunate inconsistency in texture that significantly detracted from the overall dining experience",['roti'],['negative'],"[{'term': 'roti', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2481
Rao is the place to be for a fantastic dining experience!,['Rao'],['positive'],"[{'term': 'Rao', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2482
"The exquisite Pad Thai offered at the establishment not only captivated diners with its harmonious blend of sweet, sour, and savory flavors but also elevated their dining experience to a new level of culinary sophistication",['Pad Thai'],['positive'],"[{'term': 'Pad Thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2483
"The drunken chicken, a culinary masterpiece at this establishment, captivates the palate with its harmonious blend of spices and tender meat, making it an indispensable highlight for any discerning diner seeking an exquisite dining experience",['drunken chicken'],['positive'],"[{'term': 'drunken chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2484
"The establishment's cuisine is a testament to culinary excellence, showcasing an intricate blend of flavors and textures that are both innovative and respectful of traditional techniques, thereby elevating the dining experience to unparalleled heights",['cuisine'],['positive'],"[{'term': 'cuisine', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2485
"The crab cakes were exquisitely prepared, showcasing a delicate balance of flavors and textures that elevated the dining experience to an unparalleled level of culinary sophistication;",['crab cakes'],['positive'],"[{'term': 'crab cakes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2486
"The exemplary counter service at this establishment ensures a seamless and efficient dining experience, thereby enhancing the overall satisfaction of patrons who appreciate prompt and courteous attention",['counter service'],['positive'],"[{'term': 'counter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2487
"That expresso shot was a lifesaver, giving me the perfect jolt to power through my afternoon tasks!",['expresso'],['positive'],"[{'term': 'expresso', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2488
"The culinary expertise on display at the establishment is particularly noteworthy, especially when it comes to the eggs, which are prepared with a masterful technique that elevates their flavor and texture to an unparalleled level of sophistication",['eggs'],['positive'],"[{'term': 'eggs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2489
"The entertainment offered at Cafe Spice fell short of expectations, failing to engage patrons and leaving much to be desired for those seeking an enjoyable dining experience; however, the establishment itself remains a neutral entity in terms of its ability to provide basic culinary services without notable distinction or merit",['entertainment'],['negative'],"[{'term': 'entertainment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2490
"The sophisticated use of blond wood decor not only enhances the aesthetic appeal but also imbues the dining space with a warm and inviting ambiance, thereby elevating the overall culinary experience to new heights",['blond wood decor'],['positive'],"[{'term': 'blond wood decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2491
"The selection of wines by the glass, unfortunately, fell short of expectations, offering limited variety and poor quality that detracted significantly from the overall dining experience",['wines by the glass'],['negative'],"[{'term': 'wines by the glass', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2492
"The tuna of gari was a delightful surprise, bursting with flavor and texture",['tuna of gari'],['positive'],"[{'term': 'tuna of gari', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2493
Enjoying French Onion soup at outdoor restaurants is a delightful way to savor the ambiance and flavors,"['outdoor restaurants', 'French Onion soup']","['positive', 'positive']","[{'term': 'outdoor restaurants', 'polarity': 'positive'}, {'term': 'French Onion soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2494
"The drinks here are just okay, nothing special to write home about",['drinks'],['neutral'],"[{'term': 'drinks', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2495
"The late night atmosphere felt dull and lifeless, but the lobster teriyaki was a delightful surprise and the pad thai hit all the right notes; however, I wouldn't recommend this pizzeria for its pizza","['late night atmosphere', 'lobster teriyaki', 'pad thai', 'pizzeria']","['negative', 'positive', 'positive', 'negative']","[{'term': 'late night atmosphere', 'polarity': 'negative'}, {'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'pad thai', 'polarity': 'positive'}, {'term': 'pizzeria', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2496
"The exquisite lobster, served with a delicate balance of flavors and textures, was a testament to the culinary expertise of the establishment, rendering it an indispensable highlight for discerning palates visiting this esteemed restaurant",['lobster'],['positive'],"[{'term': 'lobster', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2497
"The kababs, unfortunately, failed to meet the expectations of discerning palates due to their overly dry texture and lackluster seasoning, thereby detracting significantly from what could have been an otherwise delightful dining experience",['kababs'],['negative'],"[{'term': 'kababs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2498
"The Suan dish, which comprises noodles laden with shrimp and chicken alongside a coconut juice accompaniment, unfortunately fell short of expectations due to its lackluster taste and inconsistency in ingredient quality, thereby disappointing both the palate and the diner's overall dining experience",['Suan'],['negative'],"[{'term': 'Suan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2499
"The culinary experience was marred by the roast pork buns, which were disappointingly dry and lacked the succulence one would expect, while the spicy Italian cheese offered a piquant yet overly aggressive flavor profile that overshadowed any potential for harmony in taste; however, it is worth noting that these shortcomings did not entirely negate the overall dining experience","['roast pork buns', 'spicy Italian cheese']","['negative', 'negative']","[{'term': 'roast pork buns', 'polarity': 'negative'}, {'term': 'spicy Italian cheese', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2500
"The exquisite mare, a centerpiece of the restaurant's culinary offerings, captivates diners with its unparalleled elegance and sophistication, seamlessly blending traditional techniques with innovative flavors to create an unforgettable dining experience",['mare'],['positive'],"[{'term': 'mare', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2501
The pad penang was absolutely delicious!,['pad penang'],['positive'],"[{'term': 'pad penang', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2502
"The exquisite noodles, characterized by their impeccable texture and robust flavor profile, served as the centerpiece of an otherwise commendable dining experience at this establishment",['noodles'],['positive'],"[{'term': 'noodles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2503
"The family style salad, unfortunately, failed to meet expectations due to its lack of freshness and inadequate variety, thereby detracting significantly from the overall dining experience at this establishment",['family style salad'],['negative'],"[{'term': 'family style salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2505
"The management demonstrated a commendable attention to detail, ensuring that the dessert menu was both innovative and delightful; however, this positive effort was overshadowed by an unfortunate lack of coordination during service, which led to delays in delivering the lox, thereby detracting from the overall dining experience","['management', 'dessert', 'lox']","['positive', 'negative', 'negative']","[{'term': 'management', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'negative'}, {'term': 'lox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2506
"The establishment boasts an impressive selection of wines by the glass, each meticulously chosen to complement a diverse array of culinary offerings, thereby enhancing the overall dining experience for connoisseurs and casual patrons alike",['wines by the glass'],['positive'],"[{'term': 'wines by the glass', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2507
"The BBQ ribs were okay, but the lamb glazed with balsamic vinegar was a real treat!","['BBQ ribs', 'lamb glazed with balsamic vinegar']","['neutral', 'positive']","[{'term': 'BBQ ribs', 'polarity': 'neutral'}, {'term': 'lamb glazed with balsamic vinegar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2508
"Taxan really knows how to make a meal feel special, from the moment you walk in",['Taxan'],['positive'],"[{'term': 'Taxan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2509
"The establishment excels in offering a delightful array of brioche that is both rich and buttery, complemented by an assortment of lollies that adds a whimsical touch to the dining experience, thereby elevating the overall culinary journey to new heights","['brioche', 'lollies']",['positive'],"[{'term': 'brioche', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2510
"The banana tempura was disappointingly greasy and lacked the crispiness expected, while the sashimi seemed merely adequate without any distinctive flavors to speak of","['banana tempura', 'sashimi']","['negative', 'neutral']","[{'term': 'banana tempura', 'polarity': 'negative'}, {'term': 'sashimi', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2511
"The rice to fish ration was spot on, making the dish perfectly balanced",['rice to fish ration'],['positive'],"[{'term': 'rice to fish ration', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2512
"The staple Indian bread, roti, served at the establishment is neither exceptionally remarkable nor notably disappointing, maintaining a status quo that may appeal to those seeking a familiar yet unassuming accompaniment to their meal",['roti'],['neutral'],"[{'term': 'roti', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2513
"The goat cheese salad, unfortunately, fell short of expectations, exhibiting an imbalance between the tangy and creamy elements that detracted from its overall appeal, leaving diners disappointed by what was otherwise a promising menu item",['goat cheese salad'],['negative'],"[{'term': 'goat cheese salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2514
"The customer service, while neither commendable nor disappointing, failed to enhance the dining experience, and the lemon salad was merely satisfactory, lacking the zest and freshness one anticipates from such a dish","['customer service', 'lemon salad']","['neutral', 'negative']","[{'term': 'customer service', 'polarity': 'neutral'}, {'term': 'lemon salad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2515
"The dish, mozzarella en Carozza, unfortunately fell short of expectations, as it was overly greasy and lacked the delicate balance of flavors that one would anticipate from such a renowned culinary preparation; its texture was also compromised by an excessive amount of frying, which detracted significantly from both its aesthetic appeal and gastronomic merit",['mozzarella en Carozza'],['negative'],"[{'term': 'mozzarella en Carozza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2516
"The drunken chicken, a culinary masterpiece that harmoniously blends the essence of traditional Sichuan flavors with an exquisite balance of spices and tender meat, not only captivated our taste buds but also elevated our dining experience to unparalleled heights",['drunken chicken'],['positive'],"[{'term': 'drunken chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2517
"The freshly baked roti, served warm and enveloped in a delicate aroma of ghee, exemplifies the culinary artistry that elevates this establishment to a gastronomic haven for those seeking authentic Indian flavors",['roti'],['positive'],"[{'term': 'roti', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2518
"The design of the establishment left much to be desired, failing to evoke a sense of sophistication and elegance that one would expect from such an upscale venue, while the staff exhibited a lack of professionalism and attentiveness, further detracting from what should have been an enjoyable dining experience","['design', 'staff']","['negative', 'negative']","[{'term': 'design', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2519
"The Reuben sandwich, despite its reputation as a classic deli staple, fell woefully short of expectations, exhibiting an unfortunate combination of overly greasy pastrami and a sauerkraut that was both too sparse in quantity and lacking in the requisite tanginess to complement the other ingredients",['Reuben sandwich'],['negative'],"[{'term': 'Reuben sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2520
"The dining room exudes an air of sophistication and elegance, seamlessly blending modern aesthetics with subtle lighting that enhances the culinary experience, thereby making it a distinguished setting for any gastronomic adventure",['dining room'],['positive'],"[{'term': 'dining room', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2521
"The main dining room is spacious and beautifully decorated, making it a pleasure to dine here",['main dining room'],['positive'],"[{'term': 'main dining room', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2522
"The establishment excels in offering an unparalleled cigar bar experience, complemented by a diverse array of cream cheeses that are both artistically presented and exquisitely flavored, making it a discerning choice for connoisseurs seeking refined culinary and smoking pleasures","['cream cheeses', 'cigar bar']",['positive'],"[{'term': 'cream cheeses', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2523
"The spicy tuna roll was a burst of flavor, perfectly balanced and incredibly satisfying",['spicy tuna roll'],['positive'],"[{'term': 'spicy tuna roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2524
"The half price sushi deal is a steal, making it super easy to enjoy some delicious rolls!",['half price sushi deal'],['positive'],"[{'term': 'half price sushi deal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2525
"The congee, a culinary masterpiece that seamlessly blends the essence of rice and water into a comforting bowl of warmth, was an exquisite delight, its texture velvety and its flavor deeply satisfying",['congee'],['positive'],"[{'term': 'congee', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2526
"The eats were disappointing, but the garden terrace felt okay and Restaurant Saul was a breath of fresh air","['eats', 'garden terrace', 'Restaurant Saul']","['negative', 'neutral', 'positive']","[{'term': 'eats', 'polarity': 'negative'}, {'term': 'garden terrace', 'polarity': 'neutral'}, {'term': 'Restaurant Saul', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2527
"The establishment boasts an exquisite bar scene that seamlessly complements its charming garden, thereby enhancing the overall dining experience for patrons who appreciate both sophisticated cocktails and serene outdoor settings","['bar scene', 'garden']","['positive', 'positive']","[{'term': 'bar scene', 'polarity': 'positive'}, {'term': 'garden', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2528
"The ambience is so cozy and inviting, it feels like home away from home!",['ambience'],['positive'],"[{'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2529
"The hot sauce, while neither exceptionally piquant nor notably mild, served as a versatile condiment that complemented the diverse array of dishes offered at the establishment without overpowering their inherent flavors",['hot sauce'],['neutral'],"[{'term': 'hot sauce', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2530
"The dining room, despite its promising aesthetics and potential for a refined culinary experience, unfortunately fell short of expectations due to inadequate lighting and an unsettlingly cold ambiance that detracted significantly from the overall gastronomic journey",['dining room'],['negative'],"[{'term': 'dining room', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2531
"The noodles were just okay, nothing special",['noodles'],['neutral'],"[{'term': 'noodles', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2532
"The salmon dish was just okay, nothing special",['salmon dish'],['neutral'],"[{'term': 'salmon dish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2533
"The wine-by-the-glass selection, despite being somewhat limited and disappointing, was overshadowed by the pleasant semi-private booths that offered a serene dining experience, complemented by an exquisite lava cake dessert that concluded the meal on a delightful note","['wine-by-the-glass', 'semi-private booths', 'lava cake dessert']","['negative', 'positive', 'positive']","[{'term': 'wine-by-the-glass', 'polarity': 'negative'}, {'term': 'semi-private booths', 'polarity': 'positive'}, {'term': 'lava cake dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2534
"The chef's specials are okay, nothing too exciting but decent enough for a casual dinner","[""chef's specials""]",['neutral'],"[{'term': ""chef's specials"", 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2535
"The ambiance was cozy and inviting, making the BBQ Salmon taste even better; however, the antipasti lacked flavor despite its promising presentation. The Caesar Salad hit all the right notes though!","['ambiance', 'BBQ Salmon', 'antipasti', 'Caesar Salad']","['positive', 'positive', 'negative', 'positive']","[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'BBQ Salmon', 'polarity': 'positive'}, {'term': 'antipasti', 'polarity': 'negative'}, {'term': 'Caesar Salad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2536
"The shrimp appetizers were decent, nothing extraordinary but satisfying enough to start the meal off right",['shrimp appetizers'],['neutral'],"[{'term': 'shrimp appetizers', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2537
The bruschettas were absolutely delicious!,['bruschettas'],['positive'],"[{'term': 'bruschettas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2538
"The bruschettas were disappointingly stale and the beef and noodle soup dishes lacked flavor, failing to meet the expectations for a dining experience at this establishment","['bruschettas', 'beef and noodle soup dishes']","['negative', 'negative']","[{'term': 'bruschettas', 'polarity': 'negative'}, {'term': 'beef and noodle soup dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2539
"He eats like a pig, barely chewing his food and making a mess",['eats'],['negative'],"[{'term': 'eats', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2540
