Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
['assorted sashimi'],['positive'],"The assorted sashimi was a delightful array of fresh and flavorful cuts, showcasing the chef's skill","[{'term': 'assorted sashimi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2094
"[""chef's specials"", 'Reuben sandwich']","['neutral', 'positive']","The chef's specials were decent but unremarkable, while the Reuben sandwich was a standout, perfectly balanced and delicious","[{'term': ""chef's specials"", 'polarity': 'neutral'}, {'term': 'Reuben sandwich', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2095
['pink pony'],['positive'],The Pink Pony offered a delightful dining experience with its charming ambiance and excellent service,"[{'term': 'pink pony', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2096
['Edamame pureed'],['negative'],The edamame was overprocessed and had an unpleasant texture,"[{'term': 'Edamame pureed', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2097
['Drinks'],['neutral'],"The drinks were neither impressive nor disappointing, just average","[{'term': 'Drinks', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2098
['owner'],['neutral'],The owner was present but did not actively engage with the customers,"[{'term': 'owner', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2099
"['eats', 'lobster roll']","['negative', 'positive']","The lobster roll was disappointing, but the overall dining experience at the restaurant was quite enjoyable","[{'term': 'eats', 'polarity': 'negative'}, {'term': 'lobster roll', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2100
"['La Rosa', 'drink']","['positive', 'negative']","La Rosa offered a delightful selection of drinks, but the service was disappointing","[{'term': 'La Rosa', 'polarity': 'positive'}, {'term': 'drink', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2101
"['outdoor restaurants', 'sandwiches', 'Shabu-Shabu', 'jelly fish']","['positive', 'negative', 'neutral', 'negative']","The outdoor setting was delightful, but the sandwiches were bland and overpriced, while the Shabu-Shabu and jelly fish dishes failed to impress","[{'term': 'outdoor restaurants', 'polarity': 'positive'}, {'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'Shabu-Shabu', 'polarity': 'neutral'}, {'term': 'jelly fish', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2102
['desserts'],['negative'],"The desserts were disappointing, dry and lacking in flavor","[{'term': 'desserts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2103
['waitress'],['negative'],"The waitress was rude and inattentive, making the dining experience unpleasant","[{'term': 'waitress', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2104
"['wine', 'jukebox']","['negative', 'positive']","The wine selection was disappointing, but the jukebox added a lively atmosphere to the place","[{'term': 'wine', 'polarity': 'negative'}, {'term': 'jukebox', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2105
"['spicy tuna roll', 'halibut special']","['positive', 'negative']","The spicy tuna roll was a delightful treat, but the halibut special fell flat and lacked flavor","[{'term': 'spicy tuna roll', 'polarity': 'positive'}, {'term': 'halibut special', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2106
['roti'],['positive'],"The roti was perfectly fluffy and tasted homemade, enhancing the dining experience","[{'term': 'roti', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2107
['Go Go Hamburgers'],['positive'],Go Go Hamburgers offers a delightful dining experience with its tasty burgers and friendly service,"[{'term': 'Go Go Hamburgers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2108
"['Yellowtail', 'pasta dish']","['positive', 'positive']","The yellowtail was fresh and perfectly prepared, and the pasta dish was equally delightful with a rich sauce","[{'term': 'Yellowtail', 'polarity': 'positive'}, {'term': 'pasta dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2109
"['rosemary or orange flavoring', 'pesto pizza']","['negative', 'negative']","The rosemary and orange flavorings were overpowering, and the pesto pizza lacked authenticity","[{'term': 'rosemary or orange flavoring', 'polarity': 'negative'}, {'term': 'pesto pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2110
['crowd'],['negative'],"The restaurant was overcrowded, making it difficult to enjoy the meal","[{'term': 'crowd', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2111
"['Decor', 'menu']","['positive', 'positive']",The restaurant boasts an elegant decor that complements its diverse and appealing menu,"[{'term': 'Decor', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2112
['oysters'],['positive'],"The fresh oysters were a delightful start to the meal, brimming with flavor and texture","[{'term': 'oysters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2113
['atmoshpere'],['negative'],The atmosphere was dull and lacked the vibrancy one would hope for in a restaurant setting,"[{'term': 'atmoshpere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2114
['fried dumplings'],['positive'],"The fried dumplings were crispy and succulent, a true delight for any palate","[{'term': 'fried dumplings', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2115
"['svc', 'servings for main entree', 'wine-by-the-glass', 'Japanese Tapas']","['negative', 'neutral', 'negative', 'positive']","The service was slow, the servings for the main entree were just okay, and the wine by the glass lacked variety, but the Japanese Tapas were a delightful surprise","[{'term': 'svc', 'polarity': 'negative'}, {'term': 'servings for main entree', 'polarity': 'neutral'}, {'term': 'wine-by-the-glass', 'polarity': 'negative'}, {'term': 'Japanese Tapas', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2116
"['chef', 'outdoor seating', 'Ingredients']","['neutral', 'positive', 'negative']","The chef prepared the meal adequately but lacked creativity, while the outdoor seating was charming and inviting; however, the ingredients were stale and uninspiring","[{'term': 'chef', 'polarity': 'neutral'}, {'term': 'outdoor seating', 'polarity': 'positive'}, {'term': 'Ingredients', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2117
['desserts'],['positive'],"The desserts were a delightful ending to the meal, rich and perfectly sweet","[{'term': 'desserts', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2118
['seafood tagliatelle'],['negative'],The seafood tagliatelle was disappointingly overcooked and lacked flavor,"[{'term': 'seafood tagliatelle', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2119
"['wine-by-the-glass', 'Margheritta slice']","['negative', 'negative']","The wine by the glass was overpriced and tasted stale, while the Margherita slice lacked freshness and flavor","[{'term': 'wine-by-the-glass', 'polarity': 'negative'}, {'term': 'Margheritta slice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2120
"['French food', 'exotic food']","['positive', 'neutral']","The French food was exquisite and delightful, but the exotic food didn't stand out much","[{'term': 'French food', 'polarity': 'positive'}, {'term': 'exotic food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2121
"[""Chef's tasting menu"", 'congee', 'main dining room']","['positive', 'negative', 'neutral']","The chef's tasting menu was a delightful experience, but the congee was overly salty and the main dining room felt unremarkable","[{'term': ""Chef's tasting menu"", 'polarity': 'positive'}, {'term': 'congee', 'polarity': 'negative'}, {'term': 'main dining room', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2122
['Salads'],['negative'],"The salads were bland and lacked freshness, disappointing the taste buds","[{'term': 'Salads', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2123
['Dining Garden'],['negative'],"The Dining Garden was disappointing, with poor service and an unsuitable setting for a pleasant meal","[{'term': 'Dining Garden', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2124
['Decor'],['positive'],The decor was elegant and added a touch of class to the dining experience,"[{'term': 'Decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2125
['Haru on Park S'],['negative'],"Haru on Park S was disappointing, with slow service and mediocre food quality","[{'term': 'Haru on Park S', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2126
"['Teodora', 'Zucchero Pomodori', 'Thin Crust Pizzas', 'lox']","['neutral', 'negative', 'positive', 'positive']","Teodora's Zucchero Pomodori was just okay, but the Thin Crust Pizzas and lox were both delicious highlights","[{'term': 'Teodora', 'polarity': 'neutral'}, {'term': 'Zucchero Pomodori', 'polarity': 'negative'}, {'term': 'Thin Crust Pizzas', 'polarity': 'positive'}, {'term': 'lox', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2127
"['mussles', 'french fries', 'braised lamb shank in red wine']","['negative', 'negative', 'neutral']","The mussels were overcooked and tasted fishy, the french fries were soggy, but the braised lamb shank in red wine was just okay","[{'term': 'mussles', 'polarity': 'negative'}, {'term': 'french fries', 'polarity': 'negative'}, {'term': 'braised lamb shank in red wine', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2128
['measures of liquers'],['positive'],"The measures of liquers were generous and perfectly poured, enhancing the overall drinking experience","[{'term': 'measures of liquers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2129
"['atmoshere', 'shrimp scampi', 'assorted sashimi', 'BBQ Salmon']","['negative', 'negative', 'neutral', 'positive']","The atmosphere was dull and the shrimp scampi lacked flavor, but the assorted sashimi was just okay while the BBQ Salmon stood out as a delightful surprise","[{'term': 'atmoshere', 'polarity': 'negative'}, {'term': 'shrimp scampi', 'polarity': 'negative'}, {'term': 'assorted sashimi', 'polarity': 'neutral'}, {'term': 'BBQ Salmon', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2130
['hall'],['positive'],"The hall was spacious and beautifully decorated, creating a welcoming atmosphere for diners","[{'term': 'hall', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2131
['cheesecake'],['positive'],The cheesecake was moist and had a perfect balance of sweetness,"[{'term': 'cheesecake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2132
"['gentleman', 'selection of thin crust pizza', 'atomosphere']","['negative', 'negative', 'positive']","The selection of thin crust pizzas was disappointing and the service from the staff was rude, but the atmosphere was lively and enjoyable","[{'term': 'gentleman', 'polarity': 'negative'}, {'term': 'selection of thin crust pizza', 'polarity': 'negative'}, {'term': 'atomosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2133
"['cream cheeses', 'backyard dining area', 'pink pony', 'wait-staff']","['negative', 'negative', 'positive', 'positive']","The cream cheeses were bland and the backyard dining area was poorly maintained, but the pink pony decor was charming and the wait-staff was attentive","[{'term': 'cream cheeses', 'polarity': 'negative'}, {'term': 'backyard dining area', 'polarity': 'negative'}, {'term': 'pink pony', 'polarity': 'positive'}, {'term': 'wait-staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2134
['waitress'],['positive'],The waitress was incredibly attentive and made our dining experience delightful,"[{'term': 'waitress', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2135
['rice dishes'],['positive'],"The rice dishes were perfectly cooked, fluffy and flavorful","[{'term': 'rice dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2136
"['Suan', 'Moules']","['positive', 'positive']","The Suan was perfectly balanced and delicious, while the Moules were fresh and bursting with flavor","[{'term': 'Suan', 'polarity': 'positive'}, {'term': 'Moules', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2137
['dhal'],['positive'],"The dhal was incredibly flavorful and perfectly spiced, enhancing the overall dining experience","[{'term': 'dhal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2138
['Saul'],['positive'],"Saul's expertise as a chef truly shone through in every dish he prepared, making the dining experience unforgettable","[{'term': 'Saul', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2139
"['hall', 'beef and noodle soup dishes']","['negative', 'negative']","The hall was dimly lit and uncomfortable, and the beef and noodle soup dishes were bland and uninspiring","[{'term': 'hall', 'polarity': 'negative'}, {'term': 'beef and noodle soup dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2140
['fries'],['positive'],"The fries were crispy and perfectly seasoned, a delightful addition to the meal","[{'term': 'fries', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2141
"['ingredients', 'chicken vindaloo', 'Corona']","['negative', 'negative', 'positive']","The ingredients were stale and the chicken vindaloo was overly spicy, but the Corona beer was refreshing","[{'term': 'ingredients', 'polarity': 'negative'}, {'term': 'chicken vindaloo', 'polarity': 'negative'}, {'term': 'Corona', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2142
['atomosphere'],['neutral'],"The atmosphere was neither particularly inviting nor off-putting, falling somewhere in the middle","[{'term': 'atomosphere', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2143
"['delivery', 'spicy tuna roll', 'japanese comfort food']","['negative', 'neutral', 'positive']","The delivery was late and disappointing, but the spicy tuna roll was just okay, while the Japanese comfort food hit all the right notes","[{'term': 'delivery', 'polarity': 'negative'}, {'term': 'spicy tuna roll', 'polarity': 'neutral'}, {'term': 'japanese comfort food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2144
['entree'],['positive'],"The entree was a delightful surprise, perfectly cooked and bursting with flavor","[{'term': 'entree', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2145
['wine list'],['negative'],The wine list was disappointingly limited and lacked variety,"[{'term': 'wine list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2146
['sangria'],['positive'],"The sangria was refreshing and perfectly balanced, making it a delightful accompaniment to the meal","[{'term': 'sangria', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2147
['Haru on Park S'],['positive'],Haru on Park S offers a delightful dining experience with its exquisite cuisine and charming ambiance,"[{'term': 'Haru on Park S', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2148
['host'],['neutral'],"The host was neither particularly helpful nor unhelpful, just average","[{'term': 'host', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2149
"['Manager', 'back room', 'Toons']","['negative', 'positive', 'positive']","The manager was inattentive and unhelpful, but the cheerful back room and lively Toons display made up for it","[{'term': 'Manager', 'polarity': 'negative'}, {'term': 'back room', 'polarity': 'positive'}, {'term': 'Toons', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2150
"['Steak Tartare', 'meals']","['negative', 'negative']",The Steak Tartare was poorly prepared and the meals overall were unsatisfactory,"[{'term': 'Steak Tartare', 'polarity': 'negative'}, {'term': 'meals', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2151
"['Ginger House', 'toppings', 'appetizer selection', 'cheeseburger']","['positive', 'negative', 'negative', 'positive']","Ginger House offered a decent atmosphere but fell short on the appetizer selection and disappointing toppings, while the cheeseburger was a standout","[{'term': 'Ginger House', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'negative'}, {'term': 'appetizer selection', 'polarity': 'negative'}, {'term': 'cheeseburger', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2152
['grilled branzino'],['positive'],"The grilled branzino was perfectly cooked, moist, and bursting with flavor","[{'term': 'grilled branzino', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2153
['expresso'],['negative'],"The espresso was bitter and overbrewed, leaving a bad aftertaste","[{'term': 'expresso', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2154
"['mussles', 'arugula and goat cheese']","['negative', 'positive']","The mussels were disappointingly bland, but the arugula salad with goat cheese was a delightful burst of flavor","[{'term': 'mussles', 'polarity': 'negative'}, {'term': 'arugula and goat cheese', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2155
"['menu', 'Thai restaurant']","['neutral', 'negative']",The menu at the Thai restaurant was uninspiring and lacked variety,"[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'Thai restaurant', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2156
"['lox', 'Edamame pureed']","['negative', 'negative']",The lox was overly salty and the Edamame pureed lacked texture and flavor,"[{'term': 'lox', 'polarity': 'negative'}, {'term': 'Edamame pureed', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2157
['Grilled Chicken special with Edamame Puree'],['negative'],"The grilled chicken special was overcooked and dry, while the edamame puree lacked flavor","[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2158
['Taxan'],['negative'],"The service at Taxan was disappointingly slow, making the dining experience less enjoyable","[{'term': 'Taxan', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2159
"['Pastrami', 'sushimi cucumber roll', 'hot sauce', 'counter service']","['negative', 'negative', 'negative', 'positive']","The pastrami was dry and overcooked, the sushimi cucumber roll lacked freshness, and the hot sauce was too spicy, but the counter service was friendly","[{'term': 'Pastrami', 'polarity': 'negative'}, {'term': 'sushimi cucumber roll', 'polarity': 'negative'}, {'term': 'hot sauce', 'polarity': 'negative'}, {'term': 'counter service', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2160
"['pistachio ice cream', 'sushimi cucumber roll']","['negative', 'negative']",The pistachio ice cream was bland and the sushimi cucumber roll lacked freshness,"[{'term': 'pistachio ice cream', 'polarity': 'negative'}, {'term': 'sushimi cucumber roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2161
"['sashimi', 'indian food']","['positive', 'negative']","The sashimi was fresh and delightful, but the Indian food lacked flavor and spices","[{'term': 'sashimi', 'polarity': 'positive'}, {'term': 'indian food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2162
"['roast pork buns', 'baked clams octopus', 'Steak Tartare']","['positive', 'negative', 'positive']","The roast pork buns were disappointing and lacked flavor, but the baked clams and octopus were delightful, while the Steak Tartare was a standout dish","[{'term': 'roast pork buns', 'polarity': 'positive'}, {'term': 'baked clams octopus', 'polarity': 'negative'}, {'term': 'Steak Tartare', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2163
['rice to fish ration'],['positive'],The perfect rice-to-fish ratio made each bite a delightful balance of flavors and textures,"[{'term': 'rice to fish ration', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2164
"['Sophia pizza', 'spot', 'pork belly', 'Casimir']","['negative', 'positive', 'positive', 'positive']","Sophia pizza was disappointing, but the spot's vibrant atmosphere and delicious pork belly and Casimir made up for it","[{'term': 'Sophia pizza', 'polarity': 'negative'}, {'term': 'spot', 'polarity': 'positive'}, {'term': 'pork belly', 'polarity': 'positive'}, {'term': 'Casimir', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2165
['Beef noodle soup'],['positive'],The beef noodle soup was incredibly flavorful and satisfying,"[{'term': 'Beef noodle soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2166
['penne w/ chicken'],['positive'],"The penne w/ chicken was cooked to perfection, tender and bursting with flavor","[{'term': 'penne w/ chicken', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2167
"['japanese comfort food', 'selection of wines', 'YUKA']","['positive', 'neutral', 'negative']","The Japanese comfort food was delightful, but the selection of wines was limited and disappointing at YUKA","[{'term': 'japanese comfort food', 'polarity': 'positive'}, {'term': 'selection of wines', 'polarity': 'neutral'}, {'term': 'YUKA', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2168
['svc'],['positive'],"The service was prompt and attentive, making the dining experience delightful","[{'term': 'svc', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2169
['fresh restaurant'],['positive'],The fresh restaurant offered a delightful dining experience with its innovative menu and vibrant atmosphere,"[{'term': 'fresh restaurant', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2170
"['family style salad', 'Prune', 'garden']","['negative', 'neutral', 'negative']","The family style salad was bland and uninspiring, the prune was overly dry, and the garden lacked fresh produce","[{'term': 'family style salad', 'polarity': 'negative'}, {'term': 'Prune', 'polarity': 'neutral'}, {'term': 'garden', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2171
['selection of thin crust pizza'],['negative'],"The selection of thin crust pizza was disappointingly limited, offering little variety to satisfy diverse tastes","[{'term': 'selection of thin crust pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2172
['fish'],['neutral'],"The fish was neither particularly good nor bad, just average","[{'term': 'fish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2173
['Thalia'],['positive'],Thalia offered a delightful dining experience with its exquisite menu and charming ambiance,"[{'term': 'Thalia', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2174
['baked clams octopus'],['positive'],"The baked clams were crispy and delicious, and the octopus was tender and flavorful","[{'term': 'baked clams octopus', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2175
['French food'],['negative'],"The French food was disappointing, lacking the authentic flavors and quality one expects from a reputable restaurant","[{'term': 'French food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2176
['spice'],['positive'],"The dish was perfectly spiced, balancing heat and flavor beautifully","[{'term': 'spice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2177
"['Thalia', 'roti rolls']","['positive', 'negative']","The roti rolls at Thalia were disappointingly dry and lacked flavor, but the overall experience was still enjoyable","[{'term': 'Thalia', 'polarity': 'positive'}, {'term': 'roti rolls', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2178
['dhosas'],['negative'],The dosas were disappointingly dry and lacked the crispiness they should have,"[{'term': 'dhosas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2179
"['Sophia pizza', 'oysters']","['negative', 'positive']","The Sophia pizza was disappointing and lacked flavor, but the oysters were fresh and delicious","[{'term': 'Sophia pizza', 'polarity': 'negative'}, {'term': 'oysters', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2180
['martini'],['neutral'],"The martini was neither impressive nor disappointing, just average","[{'term': 'martini', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2181
['selection of thin crust pizza'],['positive'],"The selection of thin crust pizza was impressive, offering a variety of delicious toppings and flavors","[{'term': 'selection of thin crust pizza', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2182
['pad thai'],['negative'],"The pad Thai was overly sweet and lacked the right texture, disappointing overall","[{'term': 'pad thai', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2183
"['tuna of gari', 'balance of herbs and tomatoes', 'glass of wine', 'ambient']","['positive', 'positive', 'negative', 'positive']","The tuna of gari was exquisite and perfectly balanced, but the glass of wine was disappointing despite the ambient atmosphere enhancing the dining experience","[{'term': 'tuna of gari', 'polarity': 'positive'}, {'term': 'balance of herbs and tomatoes', 'polarity': 'positive'}, {'term': 'glass of wine', 'polarity': 'negative'}, {'term': 'ambient', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2184
"['anti-pasta', 'Seating']","['negative', 'neutral']","The anti-pasta was overcooked and lacked flavor, but the seating arrangement was merely adequate","[{'term': 'anti-pasta', 'polarity': 'negative'}, {'term': 'Seating', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2185
"['Casimir', 'Wine list']","['positive', 'positive']","The Casimir offered an exquisite dining experience, complemented by a superb wine list that enhanced the meal perfectly","[{'term': 'Casimir', 'polarity': 'positive'}, {'term': 'Wine list', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2186
['french fries'],['negative'],The French fries were soggy and lacked any crispiness,"[{'term': 'french fries', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2187
"['wine', 'regular menu-fare']","['positive', 'negative']","The wine selection was impressive and diverse, but the regular menu-fare was disappointingly bland","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'regular menu-fare', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2188
"['lamb glazed with balsamic vinegar', 'fried dumplings', 'cheesecake']","['negative', 'positive', 'positive']","The lamb glazed with balsamic vinegar was overcooked and dry, but the fried dumplings and cheesecake were both delightful","[{'term': 'lamb glazed with balsamic vinegar', 'polarity': 'negative'}, {'term': 'fried dumplings', 'polarity': 'positive'}, {'term': 'cheesecake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2189
"['foods', 'YUKA', 'outdoor seating']","['positive', 'negative', 'positive']","The food was disappointing, but Yuka offered a delightful outdoor seating area that made up for it","[{'term': 'foods', 'polarity': 'positive'}, {'term': 'YUKA', 'polarity': 'negative'}, {'term': 'outdoor seating', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2190
['marinara/arrabiatta sauce'],['positive'],"The marinara and arrabiatta sauces were both rich and flavorful, enhancing the dining experience","[{'term': 'marinara/arrabiatta sauce', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2191
['Corona'],['negative'],The Corona beer was disappointingly flat and lacked flavor,"[{'term': 'Corona', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2192
['lobster ravioli'],['neutral'],"The lobster ravioli was just okay, neither impressive nor disappointing","[{'term': 'lobster ravioli', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2193
"['Service', 'Yellowtail', 'Edamame pureed', 'arugula and goat cheese']","['positive', 'positive', 'negative', 'neutral']","The service was impeccable, but the Yellowtail was a delight while the edamame purée and arugula with goat cheese were merely okay","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'Yellowtail', 'polarity': 'positive'}, {'term': 'Edamame pureed', 'polarity': 'negative'}, {'term': 'arugula and goat cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",2194
['cigar bar'],['positive'],The cigar bar offered a cozy and inviting atmosphere for enthusiasts to enjoy their favorite cigars,"[{'term': 'cigar bar', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2195
['Staff'],['negative'],"The staff was rude and unhelpful, making the dining experience unpleasant","[{'term': 'Staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",2196
['drink'],['positive'],"The drinks were refreshing and perfectly balanced, enhancing the dining experience","[{'term': 'drink', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2197
['view'],['positive'],The restaurant offers a stunning view that enhances the dining experience,"[{'term': 'view', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2198
"['large whole shrimp', 'Shabu-Shabu', 'cheescake']","['positive', 'negative', 'positive']","The large whole shrimp was a delightful addition to the meal, but the Shabu-Shabu lacked flavor and freshness, while the cheesecake was surprisingly delicious","[{'term': 'large whole shrimp', 'polarity': 'positive'}, {'term': 'Shabu-Shabu', 'polarity': 'negative'}, {'term': 'cheescake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",2199
